,region,sales_price,bedroom,bathroom,parking,dimensions
458,"Bela  Vista, Sao Paulo",1200000,0,2,5,110
459,"Vila  da  Saúde, Sao Paulo",798000,3,3,3,100
460,"Higienópolis, Sao Paulo",1200000,3,3,3,120
461,"Vila  Prel, Sao Paulo",265000,3,1,3,64
462,"Vila  Mariana, Sao Paulo",700000,2,1,3,50
463,"Vila  Madalena, Sao Paulo",1520000,2,4,2,127
464,"Santana, Sao Paulo",450000,2,1,2,84
465,"Perdizes, Sao Paulo",1900000,4,5,3,180
466,"Perdizes, Sao Paulo",920000,2,2,2,98
467,"Vila  Guarani  Zona  Sul, Sao Paulo",622350,3,2,2,82
468,"Paraíso  do  Morumbi, Sao Paulo",1742000,4,2,4,353
469,"Pinheiros, Sao Paulo",1280000,3,3,4,115
470,"Lapa, Sao Paulo",720000,2,2,2,87
471,"Pinheiros, Sao Paulo",790000,3,3,2,111
472,"Vila  Olímpia, Sao Paulo",300000,1,1,2,29
473,"Jardim  Esmeralda, Sao Paulo",179900,2,1,2,40
474,"Vila  Romana, Sao Paulo",690000,3,2,2,71
475,"Alto  de  Pinheiros, Sao Paulo",1200000,0,4,3,200
476,"Vila  Andrade, Sao Paulo",199000,2,1,3,50
477,"Chácara  Santo  Antônio, Sao Paulo",300000,1,1,3,29
478,"Santana, Sao Paulo",850000,3,4,3,147
479,"Vila  Olímpia, Sao Paulo",850000,1,1,2,52
480,"Moema, Sao Paulo",2150000,2,3,3,180
481,"Vila  Regente  Feijó, Sao Paulo",1160000,4,3,4,380
482,"Pinheiros, Sao Paulo",679000,2,2,4,73
483,"Aclimação, Sao Paulo",1600000,4,3,3,230
484,"Pinheiros, Sao Paulo",317000,1,1,3,32
485,"Perdizes, Sao Paulo",530000,0,1,3,76
486,"Paraíso, Sao Paulo",9390000,4,5,4,340
487,"Cambuci, Sao Paulo",2100000,0,4,3,176
488,"Vila  Nova  Conceição, Sao Paulo",2690000,3,4,3,177
489,"Moema, Sao Paulo",290000,1,1,3,27
490,"Vila  Suzana, Sao Paulo",1189900,4,5,4,238
491,"Centro, Sao Paulo",2300000,3,3,4,395
492,"Perdizes, Sao Paulo",3800000,4,6,4,283
493,"Vila  Mafra, Sao Paulo",265000,2,1,4,43
494,"Higienópolis, Sao Paulo",1060000,3,1,4,154
495,"Alto  de  Pinheiros, Sao Paulo",1400000,2,3,3,155
496,"Vila  Leopoldina, Sao Paulo",1100000,2,2,2,96
497,"Barra  Funda, Sao Paulo",763700,4,1,2,103
498,"Bela  Vista, Sao Paulo",510000,1,1,2,60
499,"Morumbi, Sao Paulo",652000,3,3,2,92
500,"Jardim  Celeste, Sao Paulo",147900,2,1,2,41
501,"Barra  Funda, Sao Paulo",550000,2,2,2,63
502,"Vila  Campestre, Sao Paulo",649999,3,2,2,88
503,"Ipiranga, Sao Paulo",380000,0,2,2,72
504,"Santa  Cecília, Sao Paulo",388000,2,1,2,83
505,"Paraíso, Sao Paulo",11398700,4,6,5,333
506,"Parque  Munhoz, Sao Paulo",229000,2,1,5,47
507,"Moema, Sao Paulo",1200000,2,2,5,87
508,"Jardins, Sao Paulo",850000,1,1,5,45
509,"Jardim  Paulista, Sao Paulo",2250000,0,5,2,290
510,"Vila  Uberabinha, Sao Paulo",410000,1,1,2,35
511,"Vila  Uberabinha, Sao Paulo",1265000,2,1,2,79
512,"Santo  Amaro, Sao Paulo",1806900,3,4,3,189
513,"Vila  Mariana, Sao Paulo",1850000,0,4,3,160
514,"Pinheiros, Sao Paulo",500000,0,1,3,42
515,"Itaim  Bibi, Sao Paulo",940000,2,1,2,80
516,"Itaquera, Sao Paulo",189000,2,1,2,48
517,"Pinheiros, Sao Paulo",940000,1,1,2,49
518,"Butantã, Sao Paulo",1450001,4,5,3,200
519,"Jardim  Paulista, Sao Paulo",480000,1,1,3,36
520,"Moema, Sao Paulo",390000,1,1,3,32
521,"Vila  Mariana, Sao Paulo",1923000,3,5,2,166
522,"Vila  Leopoldina, Sao Paulo",2600000,3,6,4,214
523,"Perdizes, Sao Paulo",3900000,4,8,3,433
524,"Brooklin  Paulista, Sao Paulo",480000,1,1,3,60
525,"Pinheiros, Sao Paulo",460000,1,1,3,57
526,"Jardim  Paraíso, Sao Paulo",705000,3,2,2,83
527,"Tatuapé, Sao Paulo",750000,3,2,2,80
528,"Tatuapé, Sao Paulo",392800,2,2,2,60
529,"Consolação, Sao Paulo",485000,1,1,2,27
530,"Moema, Sao Paulo",2200000,4,5,3,217
531,"Paraíso, Sao Paulo",560000,2,1,3,84
532,"Jardim  Anália  Franco, Sao Paulo",1100000,0,2,2,95
533,"Paraíso, Sao Paulo",1495000,3,1,2,139
534,"Parque  São  Jorge, Sao Paulo",345000,2,1,2,49
535,"Jardim  Taquaral, Sao Paulo",1280000,3,5,2,149
536,"Vila  Mascote, Sao Paulo",310000,2,2,2,60
537,"Vila  Olímpia, Sao Paulo",425000,0,1,2,30
538,"Vila  Olímpia, Sao Paulo",720000,0,1,2,1
539,"Pinheiros, Sao Paulo",820000,0,2,2,126
540,"Jardim  Consórcio, Sao Paulo",1100000,3,5,2,140
541,"Aclimação, Sao Paulo",1620000,2,2,3,210
542,"Pirituba, Sao Paulo",288000,2,1,3,53
543,"Sítio  da  Figueira, Sao Paulo",225000,2,1,3,41
544,"Vila  Olímpia, Sao Paulo",380000,1,1,3,26
545,"Jardim  Ester, Sao Paulo",355000,2,1,2,57
546,"Pinheiros, Sao Paulo",618000,2,2,2,72
547,"Vila  Nova  Conceição, Sao Paulo",425000,1,1,2,15
548,"Bela  Vista, Sao Paulo",650000,2,2,2,74
549,"Jardim  Marajoara, Sao Paulo",319000,3,1,2,70
550,"Campo  Belo, Sao Paulo",1790000,4,4,3,186
551,"Santa  Cecília, Sao Paulo",600000,0,2,3,60
552,"Moema, Sao Paulo",425000,1,1,3,15
553,"Itaim  Bibi, Sao Paulo",420000,1,1,3,36
554,"Brooklin, Sao Paulo",1390000,2,3,3,125
555,"Vila  Clementino, Sao Paulo",1509000,3,3,2,95
556,"Moema, Sao Paulo",530000,2,2,2,41
557,"Chácara  Inglesa, Sao Paulo",1800000,0,4,3,155
558,"Jardim  Paulista, Sao Paulo",1480000,2,1,3,125
559,"Ipiranga, Sao Paulo",1400000,3,4,3,160
560,"Vila  Romana, Sao Paulo",1548860,3,5,4,119
561,"Saúde, Sao Paulo",530000,1,1,4,48
562,"Brooklin, Sao Paulo",1600000,3,5,2,134
563,"Ferreira, Sao Paulo",149900,1,1,2,27
564,"Vila  Anastácio, Sao Paulo",974900,4,4,2,134
565,"Morumbi, Sao Paulo",582000,3,2,2,103
566,"Vila  Buarque, Sao Paulo",320400,1,1,2,34
567,"Brooklin, Sao Paulo",484000,1,1,2,33
568,"Cidade  Monções, Sao Paulo",1754000,3,0,3,131
569,"Cambuci, Sao Paulo",280000,0,1,3,39
570,"Vila  Leopoldina, Sao Paulo",1050000,3,2,2,114
571,"Vila  Carrão, Sao Paulo",848000,4,5,3,186
572,"Limão, Sao Paulo",179000,2,1,3,38
573,"Vila  Mariana, Sao Paulo",365000,1,1,3,40
574,"Perdizes, Sao Paulo",2100000,3,4,3,228
575,"Brooklin, Sao Paulo",358990,0,1,3,42
576,"Jardim  Marajoara, Sao Paulo",690000,3,3,2,82
577,"Jardim  Paulista, Sao Paulo",900000,3,3,2,108
578,"Lapa, Sao Paulo",990000,3,3,2,84
579,"Panamby, Sao Paulo",820000,4,1,2,141
580,"Moema, Sao Paulo",1795000,4,5,2,180
581,"Brooklin, Sao Paulo",1298000,3,5,2,127
582,"Jurubatuba, Sao Paulo",1040000,3,5,3,136
583,"Cambuci, Sao Paulo",435000,2,2,3,54
584,"Moema, Sao Paulo",3900000,4,4,4,242
585,"Bom  Retiro, Sao Paulo",600000,3,1,4,132
586,"Liberdade, Sao Paulo",270000,1,1,4,49
587,"Pompéia, Sao Paulo",770000,3,0,2,99
588,"Jardim  Arpoador, Sao Paulo",202000,2,1,2,62
589,"Pompéia, Sao Paulo",1350000,3,4,3,121
590,"Tatuapé, Sao Paulo",572029,3,2,2,71
591,"Mirandópolis, Sao Paulo",450000,2,1,2,50
592,"Morumbi, Sao Paulo",1100000,3,5,3,142
593,"Vila  Mariana, Sao Paulo",1350000,3,5,2,121
594,"Moema, Sao Paulo",1330000,4,2,2,150
595,"Pinheiros, Sao Paulo",1200000,0,3,2,83
596,"Vila  Olímpia, Sao Paulo",1950000,3,5,2,112
597,"Brooklin, Sao Paulo",1220000,0,3,2,135
598,"Granja  Julieta, Sao Paulo",960000,3,3,2,105
599,"Itaim  Bibi, Sao Paulo",1200000,3,3,2,110
600,"Santo  Amaro, Sao Paulo",2430000,4,6,4,250
601,"Perdizes, Sao Paulo",392000,1,1,4,46
602,"Vila  Ré, Sao Paulo",250000,2,1,4,45
603,"Moema, Sao Paulo",3490000,3,5,3,172
604,"Jardim  Paris, Sao Paulo",220000,2,1,3,40
605,"Vila  Nova  Conceição, Sao Paulo",3250000,3,0,3,157
606,"Belenzinho, Sao Paulo",329000,3,2,3,65
607,"Vila  Mariana, Sao Paulo",3700000,4,5,4,250
608,"Panamby, Sao Paulo",1489000,4,5,3,211
609,"Vila  Santana, Sao Paulo",250000,2,1,3,52
610,"Consolação, Sao Paulo",430000,0,1,3,40
611,"Jardins, Sao Paulo",315000,1,1,3,38
612,"Freguesia  do  Ó, Sao Paulo",270000,2,1,3,49
613,"Jardins, Sao Paulo",295000,1,1,3,32
614,"Consolação, Sao Paulo",298000,1,1,3,30
615,"Pompéia, Sao Paulo",620000,3,2,3,61
616,"Vila  Andrade, Sao Paulo",2200000,3,6,4,308
617,"Água  Branca, Sao Paulo",590000,3,1,4,84
618,"Jardim  Paulista, Sao Paulo",800000,2,1,2,55
619,"Pompéia, Sao Paulo",760000,3,3,2,77
620,"Jardins, Sao Paulo",260000,1,1,2,23
621,"Campo  Belo, Sao Paulo",2500000,3,1,4,201
622,"Pinheiros, Sao Paulo",1200000,3,3,4,136
623,"Vila  Mariana, Sao Paulo",4500000,4,7,5,325
624,"Panamby, Sao Paulo",750000,3,0,2,110
625,"Indianópolis, Sao Paulo",583000,1,1,2,40
626,"Campo  Belo, Sao Paulo",810000,1,1,2,69
627,"Cidade  Mãe  do  Céu, Sao Paulo",175000,1,1,2,29
628,"Pinheiros, Sao Paulo",12404010,4,0,4,456
629,"Vila  Mariana, Sao Paulo",3200000,4,6,5,237
630,"Jardins, Sao Paulo",403000,1,1,5,42
631,"Vila  Leopoldina, Sao Paulo",1550000,4,5,3,172
632,"Vila  Olímpia, Sao Paulo",485000,1,1,3,28
633,"Brooklin, Sao Paulo",255000,1,1,3,32
634,"Tatuapé, Sao Paulo",315000,3,1,3,67
635,"Perdizes, Sao Paulo",750292,1,1,3,7882
636,"Moema, Sao Paulo",1600000,4,4,3,140
637,"Paraíso, Sao Paulo",750000,3,2,2,81
638,"Aclimação, Sao Paulo",260000,1,1,2,35
639,"Brooklin, Sao Paulo",1390000,0,5,2,130
640,"Pinheiros, Sao Paulo",1379000,2,3,2,88
641,"Penha  de  França, Sao Paulo",670000,4,2,2,134
642,"Bela  Vista, Sao Paulo",2500000,5,4,2,473
643,"Vila  Formosa, Sao Paulo",620000,3,2,2,83
644,"Brooklin  Paulista, Sao Paulo",1488000,3,5,2,173
645,"Saúde, Sao Paulo",730000,0,2,2,96
646,"Vila  Buarque, Sao Paulo",648000,2,3,2,67
647,"Vila  Andrade, Sao Paulo",559000,2,4,2,84
648,"Bela  Vista, Sao Paulo",450000,1,1,2,47
649,"Cerqueira  César, Sao Paulo",318000,1,1,2,30
650,"Cambuci, Sao Paulo",207900,2,1,2,40
651,"Vila  Leonor, Sao Paulo",745000,3,3,2,97
652,"Saúde, Sao Paulo",590000,0,1,2,79
653,"Jardim  Marajoara, Sao Paulo",420000,3,2,2,70
654,"Barra  Funda, Sao Paulo",550000,2,1,2,65
655,"Jardim  Celeste, Sao Paulo",149900,2,1,2,41
656,"Santa  Cecília, Sao Paulo",4500000,4,4,4,320
657,"Jardim  Paulista, Sao Paulo",980001,2,3,4,86
658,"Higienópolis, Sao Paulo",3870000,3,3,2,325
659,"Vila  Madalena, Sao Paulo",1,0,3,2,140
660,"Belém, Sao Paulo",299000,2,2,2,55
661,"Jardim  Paulista, Sao Paulo",3360000,3,4,3,270
662,"Campo  Belo, Sao Paulo",550000,0,2,3,57
663,"Saúde, Sao Paulo",1280000,4,5,3,123
664,"Jardins, Sao Paulo",550000,1,1,3,44
665,"Bela  Vista, Sao Paulo",256900,0,1,3,25
666,"Jardins, Sao Paulo",300000,1,1,3,30
667,"Chácara  Inglesa, Sao Paulo",450000,0,1,3,32
668,"Alto  da  Lapa, Sao Paulo",800000,3,3,3,115
669,"Moema, Sao Paulo",2150000,4,5,3,209
670,"Vila  Olímpia, Sao Paulo",800000,2,2,2,79
671,"Jardim  Paulista, Sao Paulo",440000,1,1,2,35
672,"Vila  Mariana, Sao Paulo",1350000,2,2,2,76
673,"Campo  Limpo, Sao Paulo",290000,2,1,2,50
674,"Consolação, Sao Paulo",1454929,0,2,2,180
675,"Bom  Retiro, Sao Paulo",350000,3,2,2,109
676,"Jardins, Sao Paulo",335000,1,1,2,28
677,"Jardim  América, Sao Paulo",1500000,3,2,2,140
678,"Campos  Elíseos, Sao Paulo",320000,1,1,2,50
679,"Tucuruvi, Sao Paulo",585000,3,2,2,78
680,"Vila  Gomes  Cardim, Sao Paulo",450000,3,1,2,71
681,"Vila  Mariana, Sao Paulo",961000,3,4,2,90
682,"Parque  Reboucas, Sao Paulo",165900,2,1,2,43
683,"Ipiranga, Sao Paulo",340000,3,2,2,70
684,"Vila  Mariana, Sao Paulo",460000,0,1,2,51
685,"Moema, Sao Paulo",400000,1,1,2,36
686,"Saúde, Sao Paulo",510000,2,2,2,58
687,"Saúde, Sao Paulo",700000,3,3,2,98
688,"Chácara  Santo  Antônio, Sao Paulo",1790000,3,5,3,189
689,"Jardim  Ester, Sao Paulo",255000,2,1,3,62
690,"Jardim  da  Saúde, Sao Paulo",800000,3,4,3,119
691,"Morumbi, Sao Paulo",695000,3,3,2,127
692,"Higienópolis, Sao Paulo",1600000,3,1,2,230
693,"Perdizes, Sao Paulo",570000,1,1,2,36
694,"Vila  Suzana, Sao Paulo",595000,3,3,3,143
695,"Parada  Inglesa, Sao Paulo",405000,3,2,3,72
696,"Liberdade, Sao Paulo",220000,0,1,3,29
697,"Limão, Sao Paulo",336500,2,2,3,53
698,"Itaim  Bibi, Sao Paulo",630000,1,1,3,40
699,"Jardins, Sao Paulo",300000,1,1,3,42
700,"Várzea  da  Barra  Funda, Sao Paulo",1050000,3,3,2,97
701,"Vila  Olímpia, Sao Paulo",7447185,4,3,4,278
702,"Pinheiros, Sao Paulo",694000,1,2,4,43
703,"Vila  Império, Sao Paulo",225000,2,1,4,45
704,"Jardins, Sao Paulo",1347500,2,1,4,99
705,"Jardim  Marajoara, Sao Paulo",340000,2,1,4,62
706,"Moema, Sao Paulo",1385000,4,5,3,160
707,"Itaim  Bibi, Sao Paulo",700000,0,1,3,50
708,"Santa  Cecília, Sao Paulo",1800000,0,3,3,186
709,"Vila  Mariana, Sao Paulo",670000,3,2,3,55
710,"Vila  Olímpia, Sao Paulo",3599000,3,5,3,156
711,"Higienópolis, Sao Paulo",1100000,3,1,3,126
712,"Vila  Madalena, Sao Paulo",899000,3,3,3,103
713,"Jardins, Sao Paulo",480000,1,1,3,41
714,"Santa  Cecília, Sao Paulo",225000,0,1,3,34
715,"Vila  Guarani, Sao Paulo",1100000,3,3,2,110
716,"Moema, Sao Paulo",1350000,4,0,2,125
717,"Cerqueira  César, Sao Paulo",485000,1,1,2,27
718,"Pinheiros, Sao Paulo",2200000,0,4,3,150
719,"Sacomã, Sao Paulo",290000,2,1,3,48
720,"Tatuapé, Sao Paulo",1500000,3,4,4,170
721,"Tatuapé, Sao Paulo",165000,1,1,4,28
722,"Vila  Nova  Conceição, Sao Paulo",900000,3,3,4,100
723,"Mooca, Sao Paulo",447000,2,2,4,63
724,"Consolação, Sao Paulo",559990,2,1,4,92
725,"Vila  Suzana, Sao Paulo",1039900000,3,6,3,175
726,"Mooca, Sao Paulo",205900,2,6,3,44
727,"Jardins, Sao Paulo",540000,2,1,3,49
728,"Jardim  da  Glória, Sao Paulo",1600000,3,0,2,124
729,"Itaim  Bibi, Sao Paulo",640000,1,1,2,43
730,"Pinheiros, Sao Paulo",1790000,3,3,2,225
731,"Higienópolis, Sao Paulo",1730000,0,3,2,152
732,"Vila  Clementino, Sao Paulo",329000,1,1,2,38
733,"Sumaré, Sao Paulo",382000,0,1,2,40
734,"Ipiranga, Sao Paulo",280000,2,1,2,52
735,"Vila  Ipojuca, Sao Paulo",930000,2,2,2,76
736,"Vila  Guarani  Zona  Sul, Sao Paulo",370000,1,1,2,52
737,"Indianópolis, Sao Paulo",2899000,4,4,2,248
738,"Lar  São  Paulo, Sao Paulo",600000,2,2,2,94
739,"Santa  Cecília, Sao Paulo",1970000,4,3,3,200
740,"Vila  Mariana, Sao Paulo",900000,2,1,3,103
741,"Pompéia, Sao Paulo",987000,3,3,2,86
742,"Perdizes, Sao Paulo",800000,3,2,2,82
743,"Vila  Guarani  Zona  Sul, Sao Paulo",1150000,3,2,2,128
744,"Vila  Carrão, Sao Paulo",700000,4,3,2,103
745,"Saúde, Sao Paulo",1120000,3,3,2,106
746,"Sumaré, Sao Paulo",1300000,0,4,2,113
747,"Sumaré, Sao Paulo",875000,0,2,2,89
748,"Perdizes, Sao Paulo",2100000,4,4,3,266
749,"Vila  Olímpia, Sao Paulo",530000,2,2,3,55
750,"Pompéia, Sao Paulo",819000,3,0,2,81
751,"Pinheiros, Sao Paulo",1280000,3,3,2,115
752,"Mooca, Sao Paulo",350000,2,2,2,55
753,"Vila  Mariana, Sao Paulo",2790000,3,4,3,208
754,"Itaim  Bibi, Sao Paulo",430000,1,1,3,34
755,"Chácara  Klabin, Sao Paulo",1490000,3,3,3,140
756,"Jardim  Paulistano, Sao Paulo",1908000,0,1,3,111
757,"Vila  Anastácio, Sao Paulo",974900,3,4,2,134
758,"Vila  Olímpia, Sao Paulo",950000,2,1,2,80
759,"Perdizes, Sao Paulo",700000,3,3,2,105
760,"Brooklin, Sao Paulo",1850000,3,5,2,147
761,"Jardins, Sao Paulo",215000,1,1,2,31
762,"Interlagos, Sao Paulo",380000,3,2,2,65
763,"Perdizes, Sao Paulo",2300000,4,4,3,227
764,"Cambuci, Sao Paulo",640000,2,3,3,83
765,"Itaim  Bibi, Sao Paulo",490000,1,1,3,60
766,"Perdizes, Sao Paulo",1000000,3,1,3,113
767,"Vila  Madalena, Sao Paulo",680000,2,2,3,72
768,"Campo  Belo, Sao Paulo",740000,0,2,2,116
769,"Higienópolis, Sao Paulo",2400000,0,2,2,154
770,"Moema, Sao Paulo",680000,1,1,2,39
771,"Moema, Sao Paulo",821000,2,2,2,63
772,"Parque  São  Jorge, Sao Paulo",340000,2,1,2,53
773,"Real  Parque, Sao Paulo",265000,1,1,2,35
774,"Aclimação, Sao Paulo",750000,3,3,2,81
775,"Brooklin, Sao Paulo",410000,1,1,2,26
776,"Vila  Mascote, Sao Paulo",675000,2,3,2,72
777,"Vila  Andrade, Sao Paulo",959000,4,5,3,138
778,"Vila  Anastácio, Sao Paulo",1025000,3,3,2,136
779,"Aricanduva, Sao Paulo",245000,2,1,2,54
780,"Vila  Califórnia, Sao Paulo",214000,2,1,2,50
781,"São  Judas, Sao Paulo",1100000,3,3,2,108
782,"Vila  Uberabinha, Sao Paulo",4500000,4,6,4,412
783,"Perdizes, Sao Paulo",2550000,4,0,3,213
784,"Vila  Alexandria, Sao Paulo",550000,2,2,2,63
785,"Alto  da  Boa  Vista, Sao Paulo",325000,1,1,2,25
786,"Jardim  Paulista, Sao Paulo",470000,1,1,2,40
787,"Aclimação, Sao Paulo",2750000,4,0,4,282
788,"Bela  Vista, Sao Paulo",1280000,1,2,4,75
789,"Jardim  São  Paulo  Zona  Norte, Sao Paulo",440000,2,2,4,49
790,"Higienópolis, Sao Paulo",1220000,3,1,4,152
791,"Jardim  Paulista, Sao Paulo",670000,2,2,4,44
792,"Perdizes, Sao Paulo",745000,3,3,2,82
793,"Itaim  Bibi, Sao Paulo",7013974,3,4,5,275
794,"Vila  Madalena, Sao Paulo",800000,2,2,2,64
795,"Vila  Mariana, Sao Paulo",800000,0,3,2,82
796,"Vila  Mariana, Sao Paulo",590000,2,1,2,66
797,"Saúde, Sao Paulo",405000,2,1,2,58
798,"Moema, Sao Paulo",1680000,3,0,3,155
799,"Pirituba, Sao Paulo",1100000,3,3,2,131
800,"Liberdade, Sao Paulo",365000,3,2,2,56
801,"Vila  Nova  Conceição, Sao Paulo",850000,0,1,2,60
802,"Higienópolis, Sao Paulo",5000000,4,2,2,424
803,"Sumaré, Sao Paulo",570000,2,1,2,49
804,"Pari, Sao Paulo",455100,3,2,2,69
805,"Jardim  Anália  Franco, Sao Paulo",2850000,3,5,6,241
806,"Vila  Olímpia, Sao Paulo",750000,0,2,6,67
807,"Vila  Olímpia, Sao Paulo",1300000,1,2,6,60
808,"Chácara  Inglesa, Sao Paulo",120000000,3,3,2,100
809,"Jardim  Paulista, Sao Paulo",1500000,3,3,2,137
810,"Vila  Gumercindo, Sao Paulo",550000,3,2,2,65
811,"Vila  Anastácio, Sao Paulo",498000,2,2,2,62
812,"Santana, Sao Paulo",585750,2,3,2,66
813,"Itaim  Bibi, Sao Paulo",430000,1,1,2,30
814,"Vila  Siqueira   Zona  Norte, Sao Paulo",363000,2,2,2,54
815,"Itaim  Bibi, Sao Paulo",1250000,1,2,2,80
816,"Chácara  Inglesa, Sao Paulo",430000,2,1,2,54
817,"Campo  Belo, Sao Paulo",1400000,4,4,3,200
818,"Moema, Sao Paulo",1604250,2,4,2,102
819,"Moema, Sao Paulo",307000,1,1,2,31
820,"Alto  da  Lapa, Sao Paulo",575000,2,2,2,53
821,"Ipiranga, Sao Paulo",266000,0,1,2,57
822,"Moema, Sao Paulo",2650000,4,6,4,170
823,"Vila  Romana, Sao Paulo",1260000,3,4,2,126
824,"Pompéia, Sao Paulo",898000,1,1,2,88
825,"Higienópolis, Sao Paulo",685000,0,1,2,64
826,"Vila  Graciosa, Sao Paulo",160000,0,1,2,32
827,"Bela  Vista, Sao Paulo",380000,0,2,2,60
828,"Pompéia, Sao Paulo",1600000,3,4,3,217
829,"Jardins, Sao Paulo",1595000,3,3,3,231
830,"Ipiranga, Sao Paulo",750000,3,2,3,160
831,"Moema, Sao Paulo",1589900,3,2,2,100
832,"Butantã, Sao Paulo",330000,2,1,2,58
833,"Jardim  Íris, Sao Paulo",230000,2,1,2,48
834,"Jardim  Paulista, Sao Paulo",2815001,3,3,2,195
835,"Aclimação, Sao Paulo",745000,0,2,2,178
836,"Higienópolis, Sao Paulo",1750000,3,1,2,140
837,"Butantã, Sao Paulo",258000,2,1,2,54
838,"Alto  do  Ipiranga, Sao Paulo",318000,2,1,2,53
839,"Jardim  Marabá  Zona  Sul, Sao Paulo",280000,2,1,2,52
840,"Jardim  Íris, Sao Paulo",240000,2,1,2,47
841,"Moema, Sao Paulo",1600000,4,5,3,217
842,"Ipiranga, Sao Paulo",2659000,0,4,3,247
843,"Vila  Buarque, Sao Paulo",470000,2,1,3,70
844,"Moema, Sao Paulo",1064000,3,3,3,98
845,"Centro, Sao Paulo",550000,3,2,2,130
846,"Mooca, Sao Paulo",480000,2,2,2,60
847,"Butantã, Sao Paulo",689001,2,2,2,120
848,"Cambuci, Sao Paulo",324500,2,1,2,46
849,"Vila  Leopoldina, Sao Paulo",1390000,4,5,2,141
850,"Vila  Romana, Sao Paulo",2500000,3,4,4,224
851,"Moema, Sao Paulo",1100000,3,4,4,100
852,"Jardim  da  Saúde, Sao Paulo",380000,2,2,4,58
853,"Moema, Sao Paulo",410000,1,1,4,26
854,"Pirituba, Sao Paulo",235000,2,1,4,50
855,"Parque  Novo  Mundo, Sao Paulo",370000,3,1,4,76
856,"Vila  Mariana, Sao Paulo",1350000,4,1,2,149
857,"Ipiranga, Sao Paulo",580000,0,2,2,68
858,"Aclimação, Sao Paulo",1850000,0,4,4,248
859,"Jardins, Sao Paulo",4170000,3,4,3,286
860,"Água  Branca, Sao Paulo",525000,3,2,3,65
861,"Interlagos, Sao Paulo",375000,3,2,3,72
862,"Vila  Mariana, Sao Paulo",2520000,3,4,3,184
863,"Morumbi, Sao Paulo",1900000,5,7,4,360
864,"Brooklin, Sao Paulo",435000,1,1,4,22
865,"Santana, Sao Paulo",940000,3,3,2,124
866,"Usina  Piratininga, Sao Paulo",314900,2,2,2,44
867,"Brás, Sao Paulo",379000,3,2,2,65
868,"Moema, Sao Paulo",900000,2,0,2,70
869,"Vila  Mariana, Sao Paulo",2499000,3,5,3,149
870,"Saúde, Sao Paulo",970000,0,2,2,97
871,"Jardins, Sao Paulo",320000,1,1,2,28
872,"Paraíso, Sao Paulo",3174813,4,5,3,171
873,"Barra  Funda, Sao Paulo",830000,3,3,2,93
874,"Bela  Vista, Sao Paulo",450000,1,1,2,35
875,"São  Judas, Sao Paulo",403000,2,1,2,55
876,"Cidade  Dutra, Sao Paulo",250000,2,1,2,64
877,"Perdizes, Sao Paulo",850000,3,1,2,80
878,"Moema, Sao Paulo",890000,0,1,2,75
879,"Centro, Sao Paulo",750000,4,0,2,216
880,"Jardim  Europa, Sao Paulo",4950000,3,0,3,207
881,"Vila  Guarani  Zona  Sul, Sao Paulo",350000,1,1,3,53
882,"Itaim  Bibi, Sao Paulo",3290000,3,2,2,230
883,"Mooca, Sao Paulo",360000,2,1,2,50
884,"Jardim  Marajoara, Sao Paulo",1100000,4,4,3,148
885,"Higienópolis, Sao Paulo",1700000,3,1,3,150
886,"Vila  Mascote, Sao Paulo",445000,2,1,3,51
887,"Morumbi, Sao Paulo",650000,3,3,2,140
888,"Perdizes, Sao Paulo",2150000,3,5,3,165
889,"Jardim  Marajoara, Sao Paulo",430000,0,1,3,67
890,"Perdizes, Sao Paulo",750000,3,2,3,98
891,"Conceição, Sao Paulo",208400,1,1,3,28
892,"Moema, Sao Paulo",2400000,4,5,3,245
893,"Vila  Leopoldina, Sao Paulo",1300000,3,4,2,118
894,"Sumarezinho, Sao Paulo",750000,2,2,2,83
895,"Jardim  Paulista, Sao Paulo",2800001,3,5,2,250
896,"Vila  Anastácio, Sao Paulo",390000,2,1,2,48
897,"Vila  Mariana, Sao Paulo",1050000,2,2,2,70
898,"Moema, Sao Paulo",2070000,4,4,4,142
899,"Jardins, Sao Paulo",1200000,3,1,4,140
900,"Cerqueira  César, Sao Paulo",780000,3,1,4,134
901,"Jardim  Taquaral, Sao Paulo",380000,3,2,4,80
902,"Jardim  Marajoara, Sao Paulo",425000,3,2,4,75
903,"Moema, Sao Paulo",1190000,2,3,2,88
904,"Moema, Sao Paulo",3490000,3,5,3,172
905,"Brooklin, Sao Paulo",700000,0,2,3,80
906,"Santa  Teresinha, Sao Paulo",980000,3,5,2,126
907,"Campo  Belo, Sao Paulo",2700000,3,5,4,194
908,"Paraíso, Sao Paulo",580000,2,3,4,68
909,"Pacaembu, Sao Paulo",5500000,4,4,5,330
910,"Sumarezinho, Sao Paulo",410000,1,1,5,55
911,"Santana, Sao Paulo",179000,1,1,5,32
912,"Bosque  da  Saúde, Sao Paulo",580000,2,3,2,70
913,"Pinheiros, Sao Paulo",1316000,3,2,2,118
914,"Morumbi, Sao Paulo",270000,2,1,2,48
915,"Vila  Nova  Conceição, Sao Paulo",280000,1,1,2,48
916,"Vila  Nova  Conceição, Sao Paulo",6000000,4,0,4,311
917,"Vila  Madalena, Sao Paulo",1,0,3,2,140
918,"Vila  Mascote, Sao Paulo",7100000,3,3,2,90
